Gene stable ID	Transcript stable ID	Transcript stable ID version	HGNC ID	HGNC symbol	Gene start (bp)	Gene end (bp)	Transcription start site (TSS)	GENCODE basic annotation	APPRIS annotation	RefSeq match transcript	Transcript start (bp)	Transcript end (bp)
ENSG00000007952	ENST00000372966	ENST00000372966.8	HGNC:7889	NOX1	100843324	100874359	100874359	GENCODE basic	principal1	NM_007052.5	100843324	100874359
ENSG00000007952	ENST00000372964	ENST00000372964.5	HGNC:7889	NOX1	100843324	100874359	100874209	GENCODE basic			100843333	100874209
ENSG00000007952	ENST00000427768	ENST00000427768.5	HGNC:7889	NOX1	100843324	100874359	100850336				100843783	100850336
ENSG00000007952	ENST00000217885	ENST00000217885.5	HGNC:7889	NOX1	100843324	100874359	100874209	GENCODE basic			100843836	100874209
ENSG00000007952	ENST00000372960	ENST00000372960.8	HGNC:7889	NOX1	100843324	100874359	100874345	GENCODE basic			100843324	100874345
ENSG00000239345	ENST00000457695	ENST00000457695.2	HGNC:39544	HNRNPA1P26	100855288	100856379	100856379	GENCODE basic			100855288	100856379
ENSG00000233680	ENST00000412087	ENST00000412087.2	HGNC:39545	HNRNPA1P27	100887636	100888590	100888590	GENCODE basic			100887636	100888590
ENSG00000179031	ENST00000447373	ENST00000447373.2	HGNC:54582	NSA2P3	100910712	100911489	100910712	GENCODE basic			100910712	100911489
ENSG00000182489	ENST00000372956	ENST00000372956.3	HGNC:29845	XKRX	100913445	100929433	100928917	GENCODE basic	principal1	NM_212559.3	100913445	100928917
ENSG00000182489	ENST00000468904	ENST00000468904.1	HGNC:29845	XKRX	100913445	100929433	100929433	GENCODE basic			100914299	100929433
ENSG00000182574	ENST00000332270	ENST00000332270.6	HGNC:55033	CSGALNACT2P1	100956593	100957538	100956593	GENCODE basic			100956593	100957538
ENSG00000174225	ENST00000450457	ENST00000450457.6	HGNC:31709	ARL13A	100969708	100990831	100969708				100969708	100990829
ENSG00000174225	ENST00000450049	ENST00000450049.7	HGNC:31709	ARL13A	100969708	100990831	100969708	GENCODE basic	principal1	NM_001162491.2	100969708	100990831
ENSG00000174225	ENST00000372953	ENST00000372953.8	HGNC:31709	ARL13A	100969708	100990831	100986796				100986796	100990679
ENSG00000174225	ENST00000494863	ENST00000494863.2	HGNC:31709	ARL13A	100969708	100990831	100987404				100987404	100990829
ENSG00000188917	ENST00000372939	ENST00000372939.5	HGNC:25748	TRMT2B	101009346	101052116	101052054	GENCODE basic	alternative2		101009350	101052054
ENSG00000188917	ENST00000372935	ENST00000372935.5	HGNC:25748	TRMT2B	101009346	101052116	101052070	GENCODE basic	principal4		101009542	101052070
ENSG00000188917	ENST00000372936	ENST00000372936.4	HGNC:25748	TRMT2B	101009346	101052116	101052111	GENCODE basic	principal4	NM_024917.6	101009350	101052111
ENSG00000188917	ENST00000478422	ENST00000478422.1	HGNC:25748	TRMT2B	101009346	101052116	101052082				101023586	101052082
ENSG00000188917	ENST00000488615	ENST00000488615.1	HGNC:25748	TRMT2B	101009346	101052116	101037539				101035623	101037539
ENSG00000188917	ENST00000545398	ENST00000545398.5	HGNC:25748	TRMT2B	101009346	101052116	101052116	GENCODE basic	principal4		101009346	101052116
ENSG00000225839	ENST00000443801	ENST00000443801.2	HGNC:41116	TRMT2B-AS1	101043564	101094476	101094476	GENCODE basic			101043564	101094476
ENSG00000126950	ENST00000372930	ENST00000372930.5	HGNC:25864	TMEM35A	101078879	101096367	101078879	GENCODE basic	principal1	NM_021637.3	101078879	101096367
ENSG00000126950	ENST00000478351	ENST00000478351.1	HGNC:25864	TMEM35A	101078879	101096367	101081497				101081497	101094939
ENSG00000102384	ENST00000403304	ENST00000403304.6	HGNC:3968	CENPI	101098218	101163681	101098218				101098218	101101295
ENSG00000102384	ENST00000435570	ENST00000435570.1	HGNC:3968	CENPI	101098218	101163681	101098221				101098221	101101205
ENSG00000102384	ENST00000372926	ENST00000372926.5	HGNC:3968	CENPI	101098218	101163681	101100437	GENCODE basic	alternative2		101100437	101141293
ENSG00000102384	ENST00000372927	ENST00000372927.5	HGNC:3968	CENPI	101098218	101163681	101100437	GENCODE basic	principal4		101100437	101163681
ENSG00000102384	ENST00000423383	ENST00000423383.2	HGNC:3968	CENPI	101098218	101163681	101101048	GENCODE basic	principal4		101101048	101162987
ENSG00000231643	ENST00000490943	ENST00000490943.2	HGNC:37687	YWHAQP8	101191115	101191409	101191409	GENCODE basic			101191115	101191409
ENSG00000102385	ENST00000402866	ENST00000402866.5	HGNC:3032	DRP2	101219769	101264497	101219769	GENCODE basic	principal4		101219769	101264497
ENSG00000102385	ENST00000395209	ENST00000395209.7	HGNC:3032	DRP2	101219769	101264497	101219786	GENCODE basic	principal4		101219786	101264497
ENSG00000102385	ENST00000372916	ENST00000372916.8	HGNC:3032	DRP2	101219769	101264497	101219995				101219995	101251820
ENSG00000102385	ENST00000538510	ENST00000538510.1	HGNC:3032	DRP2	101219769	101264497	101231545	GENCODE basic	principal4		101231545	101264496
ENSG00000102385	ENST00000541709	ENST00000541709.5	HGNC:3032	DRP2	101219769	101264497	101219944	GENCODE basic	alternative1		101219944	101264496
ENSG00000102387	ENST00000372907	ENST00000372907.7	HGNC:11548	TAF7L	101268253	101293057	101293057	GENCODE basic	principal4		101268253	101293057
ENSG00000102387	ENST00000324762	ENST00000324762.10	HGNC:11548	TAF7L	101268253	101293057	101287805	GENCODE basic	alternative2		101268257	101287805
ENSG00000102387	ENST00000356784	ENST00000356784.2	HGNC:11548	TAF7L	101268253	101293057	101291334	GENCODE basic	alternative2	NM_001168474.2	101268257	101291334
ENSG00000202024	ENST00000365154	ENST00000365154.1	HGNC:47897	RNU6-934P	101325404	101325510	101325404	GENCODE basic			101325404	101325510
ENSG00000270813	ENST00000603059	ENST00000603059.2	HGNC:42160	NANOGNBP3	101337725	101338289	101338289	GENCODE basic			101337725	101338289
ENSG00000183911	ENST00000331267	ENST00000331267.5	HGNC:35865	RPL21P132	101339917	101340934	101339917	GENCODE basic			101339917	101340934
ENSG00000126953	ENST00000645279	ENST00000645279.1	HGNC:11817	TIMM8A	101345661	101348742	101348685				101345661	101348685
ENSG00000126953	ENST00000372902	ENST00000372902.4	HGNC:11817	TIMM8A	101345661	101348742	101348742	GENCODE basic	principal1	NM_004085.4	101345661	101348742
ENSG00000126953	ENST00000644112	ENST00000644112.2	HGNC:11817	TIMM8A	101345661	101348742	101348742	GENCODE basic			101345661	101348742
ENSG00000126953	ENST00000647480	ENST00000647480.1	HGNC:11817	TIMM8A	101345661	101348742	101348575				101345784	101348575
ENSG00000010671	ENST00000618050	ENST00000618050.4	HGNC:1133	BTK	101349447	101390796	101375284	GENCODE basic			101349447	101375284
ENSG00000010671	ENST00000372880	ENST00000372880.5	HGNC:1133	BTK	101349447	101390796	101386224	GENCODE basic			101349447	101386224
ENSG00000010671	ENST00000621635	ENST00000621635.4	HGNC:1133	BTK	101349447	101390796	101390796	GENCODE basic			101349447	101390796
ENSG00000010671	ENST00000308731	ENST00000308731.8	HGNC:1133	BTK	101349447	101390796	101386191	GENCODE basic	principal1	NM_000061.3	101349450	101386191
ENSG00000010671	ENST00000470069	ENST00000470069.1	HGNC:1133	BTK	101349447	101390796	101353984				101353043	101353984
ENSG00000010671	ENST00000488970	ENST00000488970.1	HGNC:1133	BTK	101349447	101390796	101354221				101353319	101354221
ENSG00000010671	ENST00000478995	ENST00000478995.1	HGNC:1133	BTK	101349447	101390796	101356804				101355585	101356804
ENSG00000010671	ENST00000470329	ENST00000470329.1	HGNC:1133	BTK	101349447	101390796	101358361				101356511	101358361
ENSG00000010671	ENST00000464006	ENST00000464006.1	HGNC:1133	BTK	101349447	101390796	101362815				101362191	101362815
ENSG00000010671	ENST00000464567	ENST00000464567.1	HGNC:1133	BTK	101349447	101390796	101386148				101374306	101386148
ENSG00000241343	ENST00000427805	ENST00000427805.6	HGNC:10359	RPL36A	101390824	101396155	101390824	GENCODE basic			101390824	101396117
ENSG00000241343	ENST00000614077	ENST00000614077.4	HGNC:10359	RPL36A	101390824	101396155	101390890	GENCODE basic			101390890	101396154
ENSG00000241343	ENST00000392994	ENST00000392994.7	HGNC:10359	RPL36A	101390824	101396155	101390989	GENCODE basic			101390989	101395793
ENSG00000241343	ENST00000491851	ENST00000491851.5	HGNC:10359	RPL36A	101390824	101396155	101391011				101391011	101391969
ENSG00000241343	ENST00000465340	ENST00000465340.5	HGNC:10359	RPL36A	101390824	101396155	101391011				101391011	101393852
ENSG00000241343	ENST00000553110	ENST00000553110.8	HGNC:10359	RPL36A	101390824	101396155	101391011	GENCODE basic	principal1	NM_021029.6	101391011	101396155
ENSG00000241343	ENST00000372849	ENST00000372849.8	HGNC:10359	RPL36A	101390824	101396155	101391016				101391016	101395786
ENSG00000241343	ENST00000465744	ENST00000465744.5	HGNC:10359	RPL36A	101390824	101396155	101391114				101391114	101395795
ENSG00000241343	ENST00000471855	ENST00000471855.1	HGNC:10359	RPL36A	101390824	101396155	101391202	GENCODE basic			101391202	101395795
ENSG00000241343	ENST00000489407	ENST00000489407.1	HGNC:10359	RPL36A	101390824	101396155	101395153				101395153	101395795
ENSG00000257529	ENST00000409338	ENST00000409338.5	HGNC:48349	RPL36A-HNRNPH2	101391011	101412297	101391011	GENCODE basic			101391011	101412297
ENSG00000257529	ENST00000409170	ENST00000409170.3	HGNC:48349	RPL36A-HNRNPH2	101391011	101412297	101391012	GENCODE basic	principal1		101391012	101412165
ENSG00000102393	ENST00000674142	ENST00000674142.1	HGNC:4296	GLA	101393273	101408012	101407990				101393273	101407990
ENSG00000102393	ENST00000468823	ENST00000468823.2	HGNC:4296	GLA	101393273	101408012	101407964				101396773	101407964
ENSG00000102393	ENST00000493905	ENST00000493905.6	HGNC:4296	GLA	101393273	101408012	101407908				101397803	101407908
ENSG00000102393	ENST00000218516	ENST00000218516.4	HGNC:4296	GLA	101393273	101408012	101407925	GENCODE basic	principal1	NM_000169.3	101397803	101407925
ENSG00000102393	ENST00000466414	ENST00000466414.2	HGNC:4296	GLA	101393273	101408012	101407822				101397804	101407822
ENSG00000102393	ENST00000479445	ENST00000479445.2	HGNC:4296	GLA	101393273	101408012	101407901				101397804	101407901
ENSG00000102393	ENST00000649178	ENST00000649178.1	HGNC:4296	GLA	101393273	101408012	101407912	GENCODE basic			101397807	101407912
ENSG00000102393	ENST00000675968	ENST00000675968.1	HGNC:4296	GLA	101393273	101408012	101407964				101397807	101407964
ENSG00000102393	ENST00000676156	ENST00000676156.1	HGNC:4296	GLA	101393273	101408012	101407903	GENCODE basic			101397809	101407903
ENSG00000102393	ENST00000675592	ENST00000675592.1	HGNC:4296	GLA	101393273	101408012	101407903	GENCODE basic			101397809	101407903
ENSG00000102393	ENST00000676372	ENST00000676372.1	HGNC:4296	GLA	101393273	101408012	101407903				101397809	101407903
ENSG00000102393	ENST00000674127	ENST00000674127.1	HGNC:4296	GLA	101393273	101408012	101407831				101397819	101407831
ENSG00000102393	ENST00000675799	ENST00000675799.1	HGNC:4296	GLA	101393273	101408012	101407962				101397863	101407962
ENSG00000102393	ENST00000486121	ENST00000486121.6	HGNC:4296	GLA	101393273	101408012	101407833				101397936	101407833
ENSG00000102393	ENST00000480513	ENST00000480513.6	HGNC:4296	GLA	101393273	101408012	101408012				101397936	101408012
ENSG00000102393	ENST00000674634	ENST00000674634.2	HGNC:4296	GLA	101393273	101408012	101407903	GENCODE basic			101398280	101407903
ENSG00000126945	ENST00000316594	ENST00000316594.6	HGNC:5042	HNRNPH2	101408222	101414133	101408222	GENCODE basic	principal1	NM_019597.5	101408222	101414133
ENSG00000196440	ENST00000433011	ENST00000433011.5	HGNC:28615	ARMCX4	101418287	101533459	101418287				101418287	101533459
ENSG00000196440	ENST00000430461	ENST00000430461.5	HGNC:28615	ARMCX4	101418287	101533459	101418298				101418298	101446132
ENSG00000196440	ENST00000453574	ENST00000453574.1	HGNC:28615	ARMCX4	101418287	101533459	101418299				101418299	101419183
ENSG00000196440	ENST00000431677	ENST00000431677.1	HGNC:28615	ARMCX4	101418287	101533459	101418782				101418782	101447877
ENSG00000196440	ENST00000445416	ENST00000445416.5	HGNC:28615	ARMCX4	101418287	101533459	101485254				101485254	101516954
ENSG00000196440	ENST00000452188	ENST00000452188.5	HGNC:28615	ARMCX4	101418287	101533459	101485433				101485433	101533459
ENSG00000196440	ENST00000455331	ENST00000455331.5	HGNC:28615	ARMCX4	101418287	101533459	101485453				101485453	101499044
ENSG00000196440	ENST00000442270	ENST00000442270.5	HGNC:28615	ARMCX4	101418287	101533459	101485456				101485456	101533459
ENSG00000196440	ENST00000354842	ENST00000354842.4	HGNC:28615	ARMCX4	101418287	101533459	101485475				101485475	101533459
ENSG00000196440	ENST00000423738	ENST00000423738.4	HGNC:28615	ARMCX4	101418287	101533459	101488044	GENCODE basic	principal1		101488044	101495811
ENSG00000234557	ENST00000414193	ENST00000414193.2	HGNC:53714	PPIAP90	101443707	101444103	101444103	GENCODE basic			101443707	101444103
ENSG00000237682	ENST00000392722	ENST00000392722.3	HGNC:55035	PRKCIP1	101537485	101539276	101539276	GENCODE basic			101537485	101539276
ENSG00000126947	ENST00000372829	ENST00000372829.8	HGNC:18073	ARMCX1	101550547	101554700	101550547	GENCODE basic	principal1	NM_016608.2	101550547	101554700
ENSG00000204072	ENST00000372828	ENST00000372828.2	HGNC:49917	ARMCX7P	101597510	101598671	101597510	GENCODE basic			101597510	101598071
ENSG00000204072	ENST00000602449	ENST00000602449.1	HGNC:49917	ARMCX7P	101597510	101598671	101598017	GENCODE basic			101598017	101598671
ENSG00000198960	ENST00000497931	ENST00000497931.5	HGNC:26094	ARMCX6	101615118	101618001	101617910				101615118	101617910
ENSG00000198960	ENST00000361910	ENST00000361910.9	HGNC:26094	ARMCX6	101615118	101618001	101618000	GENCODE basic	principal1	NM_019007.4	101615125	101618000
ENSG00000198960	ENST00000462302	ENST00000462302.5	HGNC:26094	ARMCX6	101615118	101618001	101617913				101615513	101617913
ENSG00000198960	ENST00000467089	ENST00000467089.1	HGNC:26094	ARMCX6	101615118	101618001	101618000				101616213	101618000
ENSG00000198960	ENST00000495964	ENST00000495964.1	HGNC:26094	ARMCX6	101615118	101618001	101617976				101616396	101617976
ENSG00000198960	ENST00000494624	ENST00000494624.1	HGNC:26094	ARMCX6	101615118	101618001	101617914				101616862	101617914
ENSG00000198960	ENST00000538627	ENST00000538627.5	HGNC:26094	ARMCX6	101615118	101618001	101618001	GENCODE basic	principal1		101615126	101618001
ENSG00000198960	ENST00000539247	ENST00000539247.5	HGNC:26094	ARMCX6	101615118	101618001	101618001	GENCODE basic	principal1		101615126	101618001
ENSG00000102401	ENST00000341189	ENST00000341189.8	HGNC:24065	ARMCX3	101622797	101627843	101622797	GENCODE basic	principal1		101622797	101627843
ENSG00000102401	ENST00000471229	ENST00000471229.7	HGNC:24065	ARMCX3	101622797	101627843	101623151	GENCODE basic	principal1	NM_177947.3	101623151	101627843
ENSG00000102401	ENST00000491568	ENST00000491568.6	HGNC:24065	ARMCX3	101622797	101627843	101623127				101623127	101625262
ENSG00000102401	ENST00000479298	ENST00000479298.5	HGNC:24065	ARMCX3	101622797	101627843	101623128				101623128	101625170
ENSG00000102401	ENST00000477980	ENST00000477980.6	HGNC:24065	ARMCX3	101622797	101627843	101623175				101623175	101624532
ENSG00000102401	ENST00000467808	ENST00000467808.5	HGNC:24065	ARMCX3	101622797	101627843	101623256				101623256	101624952
ENSG00000102401	ENST00000537169	ENST00000537169.1	HGNC:24065	ARMCX3	101622797	101627843	101623361	GENCODE basic	principal1		101623361	101627841
ENSG00000228275	ENST00000454228	ENST00000454228.1	HGNC:41038	ARMCX3-AS1	101622983	101624164	101624164	GENCODE basic			101622983	101624164
ENSG00000261101	ENST00000564612	ENST00000564612.2			101627868	101628523	101627868	GENCODE basic			101627868	101628523
ENSG00000207291	ENST00000384561	ENST00000384561.1	HGNC:34274	RNU6-30P	101634006	101634112	101634112	GENCODE basic			101634006	101634112
ENSG00000286000	ENST00000651012	ENST00000651012.1			101640421	101644352	101640421	GENCODE basic			101640421	101644352
ENSG00000184867	ENST00000330154	ENST00000330154.6	HGNC:16869	ARMCX2	101655281	101659850	101658649	GENCODE basic	principal1		101655281	101658649
ENSG00000184867	ENST00000328766	ENST00000328766.9	HGNC:16869	ARMCX2	101655281	101659850	101659844	GENCODE basic	principal1		101655281	101659844
ENSG00000184867	ENST00000356824	ENST00000356824.9	HGNC:16869	ARMCX2	101655281	101659850	101659850	GENCODE basic	principal1	NM_177949.4	101655281	101659850
ENSG00000184867	ENST00000413506	ENST00000413506.5	HGNC:16869	ARMCX2	101655281	101659850	101659834				101657087	101659834
ENSG00000184867	ENST00000433318	ENST00000433318.5	HGNC:16869	ARMCX2	101655281	101659850	101658621				101657093	101658621
ENSG00000184867	ENST00000440675	ENST00000440675.5	HGNC:16869	ARMCX2	101655281	101659850	101659835				101657275	101659835
ENSG00000184867	ENST00000458024	ENST00000458024.5	HGNC:16869	ARMCX2	101655281	101659850	101659831				101657311	101659831
ENSG00000184867	ENST00000467416	ENST00000467416.1	HGNC:16869	ARMCX2	101655281	101659850	101658594				101657357	101658594
ENSG00000184867	ENST00000431597	ENST00000431597.5	HGNC:16869	ARMCX2	101655281	101659850	101659796				101657401	101659796
ENSG00000184867	ENST00000479333	ENST00000479333.5	HGNC:16869	ARMCX2	101655281	101659850	101659836				101657518	101659836
ENSG00000184867	ENST00000496581	ENST00000496581.1	HGNC:16869	ARMCX2	101655281	101659850	101659833				101657667	101659833
ENSG00000184867	ENST00000488982	ENST00000488982.1	HGNC:16869	ARMCX2	101655281	101659850	101659177				101658081	101659177
ENSG00000184867	ENST00000475854	ENST00000475854.1	HGNC:16869	ARMCX2	101655281	101659850	101659830				101659200	101659830
ENSG00000223753	ENST00000454247	ENST00000454247.2			101683780	101684449	101683780	GENCODE basic			101683780	101684449
ENSG00000212584	ENST00000391282	ENST00000391282.1	HGNC:47550	RNU6-587P	101691580	101691685	101691580	GENCODE basic			101691580	101691685
ENSG00000229090	ENST00000423552	ENST00000423552.2			101720340	101721709	101721709	GENCODE basic			101720340	101721709
ENSG00000178146	ENST00000328462	ENST00000328462.7	HGNC:4295	GK4P	101778969	101780538	101780538	GENCODE basic			101778969	101780538
ENSG00000126952	ENST00000263032	ENST00000263032.5	HGNC:8075	NXF5	101832112	101857577	101857577				101832112	101857577
ENSG00000126952	ENST00000372803	ENST00000372803.5	HGNC:8075	NXF5	101832112	101857577	101857577				101832112	101857577
ENSG00000126952	ENST00000493509	ENST00000493509.5	HGNC:8075	NXF5	101832112	101857577	101857577				101832112	101857577
ENSG00000126952	ENST00000361330	ENST00000361330.5	HGNC:8075	NXF5	101832112	101857577	101857577				101832112	101857577
ENSG00000126952	ENST00000332614	ENST00000332614.6	HGNC:8075	NXF5	101832112	101857577	101857577				101832112	101857577
ENSG00000126952	ENST00000537026	ENST00000537026.6	HGNC:8075	NXF5	101832112	101857577	101843278				101832537	101843278
ENSG00000126952	ENST00000473265	ENST00000473265.3	HGNC:8075	NXF5	101832112	101857577	101843307	GENCODE basic	principal1		101832112	101843307
